Protein	Contig	Genome	Classification	Function	Final AVG Probability	Final AVG Confidence Level
vRhyme_bin_1__BAr2D2E2F_000000033052_18	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_19	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_20	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_21	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_22	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_23	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_24	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_25	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_26	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_1	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_2	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified	""	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_3	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_4	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_5	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_6	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_7	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_8	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_9	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_10	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_11	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_12	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_13	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_14	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_15	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_16	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_17	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_18	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_19	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified	""	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_20	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_21	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_22	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_23	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_24	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_25	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_26	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_27	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_1	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_2	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified	baseplate wedge subunit	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_3	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_4	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_5	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_6	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_7	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_8	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_9	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_10	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_11	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_12	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_13	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_14	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_15	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified	thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_16	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified	DnaB-like replicative helicase	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_17	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_18	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_19	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_20	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_21	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_22	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_23	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified	""	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_24	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_25	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_1	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_2	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_3	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified	5-hmdU DNA kinase, helical domain	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_4	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_5	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_6	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_7	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_8	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_9	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_10	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_11	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified	RNA ligase	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_12	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	regulatory	single strand DNA binding protein	1.0	very high
vRhyme_bin_1__BAr2D2E2F_000000370749_13	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_14	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_15	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_16	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_17	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_18	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_19	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_20	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_21	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_22	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_23	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_24	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_25	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_26	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_27	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_28	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_29	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_30	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_31	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified	mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_32	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_33	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_34	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_35	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_36	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_37	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_38	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_39	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	regulatory	lexA; repressor LexA [EC:3.4.21.88]	1.0	very high
vRhyme_bin_1__BAr2D2E2F_000000370749_40	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified	RadC-like JAB domain	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_41	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified	""	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_42	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified	""	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_43	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_44	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_45	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_46	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_47	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_48	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_49	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_50	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_51	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified	Domain of unknown function (DUF7352)	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_52	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_53	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified	radD; DNA repair protein RadD	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_54	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_1	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_2	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_3	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0552	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_4	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified	head-tail joining	0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_5	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified	Phage portal protein, lambda family	0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_6	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified	major head protein	0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_7	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_8	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_9	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_10	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_11	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_12	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_13	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_14	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_15	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_16	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000014874_17	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_1	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_2	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_3	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified	HNH endonuclease	0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_4	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_5	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_6	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified	endonuclease VII	0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_7	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_8	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified	HNH endonuclease	0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_9	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_10	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_11	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_12	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_13	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_14	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_15	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_16	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_17	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_18	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_19	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_20	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified	nucleotidyltransferase	0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_21	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_22	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_23	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_24	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__LABRr1A1B1C_000000039540_25	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	unclassified		0.0	low
